ComponentCode,ComponentModel,ComponentSpecification,StockCount,ERPComponentName,ComponentType,ComponentLibraryType,SortableValueMagnitude,SortableValueUnit,Datasheet
C112574,X5032110592MSB2GI,SMD5032-2P,16673,YSX530GA 11.0592MHz ±10ppm 20pF,Crystals,base,,,https://datasheet.lcsc.com/lcsc/2103291134_Yangxing-Tech-X5032110592MSB2GI_C112574.pdf
C8959,DS1302Z+T&R,SOIC-8,16580,DS1302Z+T&R,Real-time Clocks (RTC),base,,,https://datasheet.lcsc.com/lcsc/1811071513_Maxim-Integrated-DS1302Z-T-R_C8959.pdf
C75510,LM317AG-TN3-R,TO-252-2(DPAK),11357,正 Vin=40V Vout=1.2V~37V 1.5A,Linear Voltage Regulators (LDO),base,,,https://datasheet.lcsc.com/lcsc/1810271112_UTC-Unisonic-Tech-LM317AG-TN3-R_C75510.pdf
C14877,ATMEGA328P-AU,TQFP-32(7x7),10109,AVR 20MHz 闪存：16K@x16bit RAM：2KB,Microcontroller Units (MCUs/MPUs/SOCs),base,,,https://datasheet.lcsc.com/lcsc/1809101618_Microchip-Tech-ATMEGA328P-AU_C14877.pdf
C7562,M24C02-WMN6TP,SOIC-8,10103,M24C02-WMN6TP,EEPROM,base,,,https://datasheet.lcsc.com/lcsc/1809061818_STMicroelectronics-M24C02-WMN6TP_C7562.pdf
C21379,CD4051BM96,SOIC-16-150mil,9457,CD4051BM96,Analog Switches / Multiplexers,base,,,https://www.ti.com/cn/lit/gpn/cd4051b
C68035,MLF2012C101KT000,0805,8301,100uH ±10% 2.5Ω,Inductors (SMD),base,,,https://datasheet.lcsc.com/lcsc/1810162253_TDK-MLF2012C101KT000_C68035.pdf
C10002,LM2596SX-5.0/NOPB,TO-263-5,7811,降压型 Vin=4.5V~40V Vout=5V 3A,DC-DC Converters,base,,,https://www.ti.com/cn/lit/gpn/lm2596
C34465,LM2576SX-5.0/NOPB,TO-263-5,7735,降压型 Vin=4V~40V Vout=5V 3A,DC-DC Converters,base,,,https://www.ti.com/cn/lit/gpn/lm2576
C2990493,SMF30CA,SOD-123FL,1553,双向 Vrwm:30V 200W,TVS,base,,,https://datasheet.lcsc.com/lcsc/2205231816_Liown-SMF30CA_C2990493.pdf
C719499,FEMDRM008G-58A39,FBGA-153,145,8Gbit,eMMC,base,,,https://datasheet.lcsc.com/lcsc/2207261800_FORESEE-FEMDRM008G-58A39_C719499.pdf
C5126825,F35UQA512M-WWT,WSON-8,2,512Mbit 1.8V,NAND FLASH,base,,,https://datasheet.lcsc.com/lcsc/2210121130_FORESEE-F35UQA512M-WWT_C5126825.pdf
C2145,MMBT5551,SOT-23-3,5768366,NPN 160V 600mA,Bipolar Transistors - BJT,base,,,https://datasheet.lcsc.com/lcsc/1810190020_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--MMBT5551_C2145.pdf
C13585,CL31A106KBHNNNE,1206,3549303,10uF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810221112_Samsung-Electro-Mechanics-CL31A106KBHNNNE_C13585.pdf
C9808,LL4148,LL-34,2994927,75V 200mA 4ns,Switching Diode,base,,,https://datasheet.lcsc.com/lcsc/1811091932_ST-Semtech-LL4148_C9808.pdf
C46219,0603CG3R0C500NT,0603,2587054,3pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061821_FH--Guangdong-Fenghua-Advanced-Tech-0603CG3R0C500NT_C46219.pdf
C1546,0402CG101J500NT,0402,2202050,100pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810151218_FH--Guangdong-Fenghua-Advanced-Tech-0402CG101J500NT_C1546.pdf
C2286,KT-0603R,LED_0603,1862348,LED_灯_红_Iv=100-120_λd=615-630,Light Emitting Diodes (LED),base,,,https://datasheet.lcsc.com/lcsc/1810231112_Hubei-KENTO-Elec-KT-0603R_C2286.pdf
C45783,CL21A226MAQNNNE,0805,1510874,22uF ±20% 25V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811151152_Samsung-Electro-Mechanics-CL21A226MAQNNNE_C45783.pdf
C81598,1N4148W,SOD-123,1403546,75V 150mA 4ns,Switching Diode,base,,,https://datasheet.lcsc.com/lcsc/1811061725_ST-Semtech-1N4148W_C81598.pdf
C25077,0402WGF100JTCE,0402,1350666,10Ω ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF100JTCE_C25077.pdf
C17415,0805W8F100JT5E,0805,1347193,10Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F100JT5E_C17415.pdf
C25092,0402WGF220JTCE,0402,1216732,22Ω ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF220JTCE_C25092.pdf
C2480,SS14,SMA(DO-214AC),1022763,40V 1A 550mV@1A 框架工艺,Schottky Barrier Diodes (SBD),base,,,https://datasheet.lcsc.com/lcsc/2204121115_MDD-Microdiode-Electronics--SS14_C2480.pdf
C6186,AMS1117-3.3,SOT-223-3,981912,正 Vout=3.3V 1A 72dB@(120Hz),Linear Voltage Regulators (LDO),base,,,https://datasheet.lcsc.com/lcsc/1811142212_Advanced-Monolithic-Systems-AMS1117-3-3_C6186.pdf
C8678,SS34,SMA(DO-214AC),939052,40V 3A 550mV@3A,Schottky Barrier Diodes (SBD),base,,,https://datasheet.lcsc.com/lcsc/2204121115_MDD-Microdiode-Electronics--SS34_C8678.pdf
C4328,0805W8F2002T5E,0805,857107,20kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F2002T5E_C4328.pdf
C4211,0603WAF3001T5E,0603,816812,3kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010230_UNI-ROYAL-Uniroyal-Elec-0603WAF3001T5E_C4211.pdf
C17471,0805W8F1500T5E,0805,497637,150Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1500T5E_C17471.pdf
C31850,0603WAF2202T5E,0603,487918,22kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0603WAF2202T5E_C31850.pdf
C28233,CL21B104KCFNNNE,0805,471509,100nF ±10% 100V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810191216_Samsung-Electro-Mechanics-CL21B104KCFNNNE_C28233.pdf
C1663,CL10C330JB8NNNC,0603,444065,33pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811151146_Samsung-Electro-Mechanics-CL10C330JB8NNNC_C1663.pdf
C1548,0402CG150J500NT,0402,353959,15pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810111610_FH--Guangdong-Fenghua-Advanced-Tech-0402CG150J500NT_C1548.pdf
C25271,0805W8F100KT5E,0805,351684,1Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311845_UNI-ROYAL-Uniroyal-Elec-0805W8F100KT5E_C25271.pdf
C13967,CL21B474KBFNNNE,0805,344966,470nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810251812_Samsung-Electro-Mechanics-CL21B474KBFNNNE_C13967.pdf
C17444,0805W8F1202T5E,0805,330724,12kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1202T5E_C17444.pdf
C25750,0402WGF1203TCE,0402,299878,120kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1203TCE_C25750.pdf
C38523,CL10C120JB8NNNC,0603,292970,12pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810261515_Samsung-Electro-Mechanics-CL10C120JB8NNNC_C38523.pdf
C34499,C34499,0805,285431,0805白灯（300-360mcd) SMT业务专用,Light Emitting Diodes (LED),base,,,https://nw.jlcerp.com/overseas-manage/pdfjs/web/viewer.html?file=%2Foverseas-manage%2Femail%2FdownloadByFileNo%3FfileNo%3D94529e18c5284a3081d8a14987ad6aeb%26type%3D1
C20638,0805W8F750JT5E,0805,278008,75Ω (75R0) ±1%,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/1810301611_UNI-ROYAL-Uniroyal-Elec-0805W8F750JT5E_C20638.pdf
C1557,0402CG270J500NT,0402,247023,27pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811141710_FH--Guangdong-Fenghua-Advanced-Tech-0402CG270J500NT_C1557.pdf
C25123,0402WGF5100TCE,0402,246699,510Ω ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF5100TCE_C25123.pdf
C5672,CL31A226KPHNNNE,1206,243363,22uF ±10% 10V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810221121_Samsung-Electro-Mechanics-CL31A226KPHNNNE_C5672.pdf
C25752,0402WGF1202TCE,0402,230307,12kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1202TCE_C25752.pdf
C1015,GZ2012D101TF,0805,228950,100Ω@100MHz ±25%,Ferrite Beads,base,,,https://datasheet.lcsc.com/lcsc/2111221630_Sunlord-GZ2012D101TF_C1015.pdf
C17526,0805W8F2401T5E,0805,221200,2.4kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2401T5E_C17526.pdf
C25133,0402WGF750JTCE,0402,217748,75Ω ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF750JTCE_C25133.pdf
C5378,CL21B224KBFNNNE,0805,209137,220nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810191222_Samsung-Electro-Mechanics-CL21B224KBFNNNE_C5378.pdf
C9006,X322525MOB4SI,SMD3225-4P,194821,YSX321SL 25MHz ±10ppm 12pF,Crystals,base,,,https://datasheet.lcsc.com/lcsc/2103291203_Yangxing-Tech-X322525MOB4SI_C9006.pdf
C17556,0805W8F2203T5E,0805,191428,220kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2203T5E_C17556.pdf
C107114,CC0805JRNPO9BN300,0805,187850,30pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810311413_YAGEO-CC0805JRNPO9BN300_C107114.pdf
C29718,4D03WGJ0103T5E,0603x4,185527,10kΩ ±5%,Resistor Networks & Arrays,base,,,https://datasheet.lcsc.com/lcsc/1810191515_UNI-ROYAL-Uniroyal-Elec-4D03WGJ0103T5E_C29718.pdf
C1798,CL21C200JBANNNC,0805,182613,20pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810191220_Samsung-Electro-Mechanics-CL21C200JBANNNC_C1798.pdf
C27592,0603WAF680JT5E,0603,179494,68Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0603WAF680JT5E_C27592.pdf
C25197,0603WAF510KT5E,0603,171648,5.1Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311845_UNI-ROYAL-Uniroyal-Elec-0603WAF510KT5E_C25197.pdf
C13738,X322516MLB4SI,SMD3225-4P,166793,YSX321SL 16MHz ±10ppm 9pF,Crystals,base,,,https://datasheet.lcsc.com/lcsc/2103291133_Yangxing-Tech-X322516MLB4SI_C13738.pdf
C26112,0805W8F2004T5E,0805,161457,2MΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010030_UNI-ROYAL-Uniroyal-Elec-0805W8F2004T5E_C26112.pdf
C12447,0603WAF4022T5E,0603,155938,40.2kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0603WAF4022T5E_C12447.pdf
C23255,0603WAF820JT5E,0603,154469,82Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF820JT5E_C23255.pdf
C10487,SI2301CDS-T1-GE3,SOT-23,154300,P沟道 20V 3.1A,MOSFETs,base,,,https://datasheet.lcsc.com/lcsc/1808272021_Vishay-Intertech-SI2301CDS-T1-GE3_C10487.pdf
C17530,0805W8F2701T5E,0805,153156,2.7kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F2701T5E_C17530.pdf
C8492,LBSS84LT1G,SOT-23,149466,P沟道 50V 130mA,MOSFETs,base,,,https://datasheet.lcsc.com/lcsc/1811031711_LRC-LBSS84LT1G_C8492.pdf
C25118,0402WGF470JTCE,0402,144569,47Ω ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF470JTCE_C25118.pdf
C1743,0805B471K500NT,0805,144148,470pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811110920_FH--Guangdong-Fenghua-Advanced-Tech-0805B471K500NT_C1743.pdf
C1035,SDFL1608S100KTF,0603,142810,10uH ±10% 1.85Ω,Inductors (SMD),base,,,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDFL1608S100KTF_C1035.pdf
C17436,0805W8F1203T5E,0805,141819,120kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1203T5E_C17436.pdf
C17616,0805W8F3003T5E,0805,141677,300kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F3003T5E_C17616.pdf
C25334,1206W4F100LT5E,1206,138347,100mΩ ±1% 250mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-1206W4F100LT5E_C25334.pdf
C1561,0402CG2R7C500NT,0402,129224,2.7pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811141710_FH--Guangdong-Fenghua-Advanced-Tech-0402CG2R7C500NT_C1561.pdf
C1530,0402B221K500NT,0402,125999,220pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811151132_FH--Guangdong-Fenghua-Advanced-Tech-0402B221K500NT_C1530.pdf
C25725,4D02WGJ0103TCE,0402x4,119950,10kΩ ±5%,Resistor Networks & Arrays,base,,,https://datasheet.lcsc.com/lcsc/1810170420_UNI-ROYAL-Uniroyal-Elec-4D02WGJ0103TCE_C25725.pdf
C23260,0603WAF9101T5E,0603,110638,9.1kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0603WAF9101T5E_C23260.pdf
C5593,"74HC08D,653",SOIC-14,109229,与门,Gates,base,,,https://datasheet.lcsc.com/lcsc/2006241032_Nexperia-74HC08D-653_C5593.pdf
C23146,0603WAF3603T5E,0603,108320,360kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF3603T5E_C23146.pdf
C14857,CL21C470JBANNNC,0805,105578,47pF ±5% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810191215_Samsung-Electro-Mechanics-CL21C470JBANNNC_C14857.pdf
C27143,SDCL1005C15NJTDF,0402,100263,15nH ±5% 500mΩ,Inductors (SMD),base,,,https://datasheet.lcsc.com/lcsc/2110081230_Sunlord-SDCL1005C15NJTDF_C27143.pdf
C17837,0805W8F8200T5E,0805,99688,820Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311830_UNI-ROYAL-Uniroyal-Elec-0805W8F8200T5E_C17837.pdf
C8963,SP3485EN-L/TR,SOIC-8,96185,10Mbps,RS-485/RS-422 ICs,base,,,https://datasheet.lcsc.com/lcsc/1811021609_MaxLinear-SP3485EN-L-TR_C8963.pdf
C53134,CL21B473KBCNNNC,0805,95160,47nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811091614_Samsung-Electro-Mechanics-CL21B473KBCNNNC_C53134.pdf
C22810,0603WAF150JT5E,0603,82411,15Ω ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF150JT5E_C22810.pdf
C17756,0805W8F5602T5E,0805,73907,56kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010200_UNI-ROYAL-Uniroyal-Elec-0805W8F5602T5E_C17756.pdf
C22764,0603WAF1101T5E,0603,68276,1.1kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1101T5E_C22764.pdf
C17506,0805W8F1802T5E,0805,65963,18kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1802T5E_C17506.pdf
C37474,0603CG6R0C500NT,0603,64390,6pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061822_FH--Guangdong-Fenghua-Advanced-Tech-0603CG6R0C500NT_C37474.pdf
C5377,DB107S,DBS,64180,1kV 1A,Bridge Rectifiers,base,,,https://datasheet.lcsc.com/lcsc/2105061435_MDD-Microdiode-Electronics--DB107S_C5377.pdf
C25790,0402WGF4703TCE,0402,61448,470kΩ ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF4703TCE_C25790.pdf
C1527,0402B151K500NT,0402,59689,150pF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810302110_FH--Guangdong-Fenghua-Advanced-Tech-0402B151K500NT_C1527.pdf
C7440,"PCF8563T/5,518",SOIC-8,58642,MSL=2,Real-time Clocks (RTC),base,,,https://datasheet.lcsc.com/lcsc/1809141212_NXP-Semicon-PCF8563T-5-518_C7440.pdf
C25969,0603WAF4303T5E,0603,57779,430kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF4303T5E_C25969.pdf
C1685,0603CG8R2C500NT,0603,55118,8.2pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061811_FH--Guangdong-Fenghua-Advanced-Tech-0603CG8R2C500NT_C1685.pdf
C31658,CL10B683KB8NNNC,0603,50084,68nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811072020_Samsung-Electro-Mechanics-CL10B683KB8NNNC_C31658.pdf
C18229,LM2904DR2G,SOIC-8,47549,运算放大器，单电源，双路,Operational Amplifier,base,,,https://datasheet.lcsc.com/lcsc/1811012110_onsemi-LM2904DR2G_C18229.pdf
C6961,TL072CDT,SOIC-8,47230,TL072CDT,FET InputAmplifiers,base,,,https://datasheet.lcsc.com/lcsc/1809051915_STMicroelectronics-TL072CDT--_C6961.pdf
C1596,0603B153K500NT,0603,43836,15nF ±10% 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061810_FH--Guangdong-Fenghua-Advanced-Tech-0603B153K500NT_C1596.pdf
C25270,0805W8F1800T5E,0805,41729,180Ω ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311845_UNI-ROYAL-Uniroyal-Elec-0805W8F1800T5E_C25270.pdf
C35216,CL31B102KGFNNNE,1206,38653,1nF ±10% 500V 【停产】,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1810221111_Samsung-Electro-Mechanics-CL31B102KGFNNNE_C35216.pdf
C1585,C1585,0402,37575,33nF (333) ±20% 50V Y5V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811141711_FH--Guangdong-Fenghua-Advanced-Tech-C1585_C1585.pdf
C22813,0603WAF1603T5E,0603,28516,160kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1603T5E_C22813.pdf
C7972,LMV321IDBVR,SOT-23-5,27483,LMV321IDBVR,Operational Amplifier,base,,,https://www.ti.com/cn/lit/gpn/lmv321
C41327,TM1640,SOIC-28-300mil,22242,TM1640,LED Display Drivers,base,,,https://datasheet.lcsc.com/lcsc/2101251932_TM-Shenzhen-Titan-Micro-Elec-TM1640_C41327.pdf
C7532,HT1621B,LQFP-48(7x7),17313,HT1621B,LCD Drivers,base,,,https://datasheet.lcsc.com/lcsc/1809121513_Holtek-Semicon-HT1621B_C7532.pdf
C112574,X5032110592MSB2GI,SMD5032-2P,16673,YSX530GA 11.0592MHz ±10ppm 20pF,Crystals,base,,,https://datasheet.lcsc.com/lcsc/2103291134_Yangxing-Tech-X5032110592MSB2GI_C112574.pdf
C8959,DS1302Z+T&R,SOIC-8,16580,DS1302Z+T&R,Real-time Clocks (RTC),base,,,https://datasheet.lcsc.com/lcsc/1811071513_Maxim-Integrated-DS1302Z-T-R_C8959.pdf
C23922,STM32F030C8T6,LQFP-48(7x7),11906,STM32F030C8T6,ST Microelectronics,base,,,https://datasheet.lcsc.com/lcsc/1811061717_STMicroelectronics-STM32F030C8T6_C23922.pdf
C75510,LM317AG-TN3-R,TO-252-2(DPAK),11357,正 Vin=40V Vout=1.2V~37V 1.5A,Linear Voltage Regulators (LDO),base,,,https://datasheet.lcsc.com/lcsc/1810271112_UTC-Unisonic-Tech-LM317AG-TN3-R_C75510.pdf
C21379,CD4051BM96,SOIC-16-150mil,9457,CD4051BM96,Analog Switches / Multiplexers,base,,,https://www.ti.com/cn/lit/gpn/cd4051b
C68035,MLF2012C101KT000,0805,8301,100uH ±10% 2.5Ω,Inductors (SMD),base,,,https://datasheet.lcsc.com/lcsc/1810162253_TDK-MLF2012C101KT000_C68035.pdf
C10002,LM2596SX-5.0/NOPB,TO-263-5,7811,降压型 Vin=4.5V~40V Vout=5V 3A,DC-DC Converters,base,,,https://www.ti.com/cn/lit/gpn/lm2596
C34465,LM2576SX-5.0/NOPB,TO-263-5,7735,降压型 Vin=4V~40V Vout=5V 3A,DC-DC Converters,base,,,https://www.ti.com/cn/lit/gpn/lm2576
C2990493,SMF30CA,SOD-123FL,1553,双向 Vrwm:30V 200W,TVS,base,,,https://datasheet.lcsc.com/lcsc/2205231816_Liown-SMF30CA_C2990493.pdf
C719499,FEMDRM008G-58A39,FBGA-153,145,8Gbit,eMMC,base,,,https://datasheet.lcsc.com/lcsc/2207261800_FORESEE-FEMDRM008G-58A39_C719499.pdf
C5126825,F35UQA512M-WWT,WSON-8,2,512Mbit 1.8V,NAND FLASH,base,,,https://datasheet.lcsc.com/lcsc/2210121130_FORESEE-F35UQA512M-WWT_C5126825.pdf
C17513,0805W8F1001T5E,0805,4968722,1kΩ ±1% 125mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2205311800_UNI-ROYAL-Uniroyal-Elec-0805W8F1001T5E_C17513.pdf
C22975,0603WAF2001T5E,0603,3976595,2kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF2001T5E_C22975.pdf
C20526,MMBT3904,SOT-23,3955850,NPN 40V 200mA 1AM  100-300,Bipolar Transistors - BJT,base,,,https://datasheet.lcsc.com/lcsc/2207041900_Jiangsu-Changjing-Electronics-Technology-Co---Ltd--MMBT3904_C20526.pdf
C46219,0603CG3R0C500NT,0603,2587054,3pF ±0.25pF 50V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811061821_FH--Guangdong-Fenghua-Advanced-Tech-0603CG3R0C500NT_C46219.pdf
C17168,0402WGF0000TCE,0402,2125475,0Ω ±1% 62.5mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0402WGF0000TCE_C17168.pdf
C23186,0603WAF5101T5E,0603,1651564,5.1kΩ ±1% 100mW,Chip Resistor - Surface Mount,base,,,https://datasheet.lcsc.com/lcsc/2206010116_UNI-ROYAL-Uniroyal-Elec-0603WAF5101T5E_C23186.pdf
C45783,CL21A226MAQNNNE,0805,1510874,22uF ±20% 25V,Multilayer Ceramic Capacitors MLCC - SMD/SMT,base,,,https://datasheet.lcsc.com/lcsc/1811151152_Samsung-Electro-Mechanics-CL21A226MAQNNNE_C45783.pdf
